cnn,st_name,st_type,cnntext,the_geom,data_as_of,data_loaded_at,Current Supervisor Districts,Analysis Neighborhoods,SF Find Neighborhoods,Current Police Districts
30716000,FILBERT,ST,30716000,POINT (-122.406987535 37.801673932),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,18,6
20695000,RANKIN,ST,20695000,POINT (-122.397253618 37.739464119),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
27560000,COMMONWEALTH,AVE,27560000,POINT (-122.455865115 37.786104708),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,10,8
27406000,29TH,AVE,27406000,POINT (-122.487315867 37.755635344),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
33007000,SAN ANSELMO,AVE,33007000,POINT (-122.464204478 37.735707653),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,116,10
22548000,CHESTER,AVE,22548000,POINT (-122.470471828 37.714968444),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,65,10
24686000,SANSOME,ST,24686000,POINT (-122.400933082 37.792108404),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,108,6
20598000,OLMSTEAD,ST,20598000,POINT (-122.403573969 37.722321766),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
26696000,VAN NESS,AVE,26696000,POINT (-122.424538325 37.80130372),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,107,4
27175000,12TH,AVE,27175000,POINT (-122.469653849 37.76578267),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,14,109,10
24922000,TAYLOR,ST,24922000,POINT (-122.410292027 37.782230575),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,20,5
20356000,LELAND,AVE,20356000,POINT (-122.407347781 37.712547389),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,75,9
24221000,15TH,ST,24221000,POINT (-122.412537956 37.766770394),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
24294000,JESSIE,ST,24294000,POINT (-122.409245443 37.781398134),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,5
23674000,MISSISSIPPI,ST,23674000,POINT (-122.394708642 37.763964017),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
26076000,EDDY,ST,26076000,POINT (-122.438926755 37.780588487),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,39,97,4
22313000,SAFIRA,LN,22313000,POINT (-122.439228448 37.746179221),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,57,3
23993000,ALABAMA,ST,23993000,POINT (-122.41127262 37.755887569),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
34161000,03RD,ST,34161000,POINT (-122.389483281 37.770656737),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,4,34,1
26633000,CALIFORNIA,ST,26633000,POINT (-122.435485564 37.78869694),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,30,102,4
50549000,ANGLO,ALY,50549000,POINT (-122.474565173 37.74992257),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
21847000,FAIRMOUNT,ST,21847000,POINT (-122.425815194 37.738951551),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,59,9
27800000,43RD,AVE,27800000,POINT (-122.502712988 37.760566533),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
22500000,SARGENT,ST,22500000,POINT (-122.462620481 37.716143794),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,81,10
23044000,JUAN BAUTISTA,CIR,23044000,POINT (-122.477732561 37.718585186),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,16,42,10
21633000,BRAZIL,AVE,21633000,POINT (-122.427644648 37.72125762),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,90,9
53022000,CLIPPER COVE,WAY,53022000,POINT (-122.370060514 37.816537999),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
34043000,AVENUE B,,34043000,POINT (-122.37315272 37.819591522),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
21325000,MISSION,ST,21325000,POINT (-122.422083785 37.742197553),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
20991000,SILVER,AVE,20991000,POINT (-122.418381308 37.729038763),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,7,92,2
25754000,CASTRO,ST,25754000,POINT (-122.43454611 37.756092956),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,115,3
21805000,CAYUGA,AVE,21805000,POINT (-122.434676737 37.729889314),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,28,94,9
33235000,OLNEY,AVE,33235000,POINT (-122.398535071 37.716564751),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,91,2
24465000,POLK,ST,24465000,POINT (-122.41890131 37.781704787),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,21,4
27934000,KIRKHAM,ST,27934000,POINT (-122.504725452 37.7586064),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
24924000,TAYLOR,ST,24924000,POINT (-122.410764828 37.783214313),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,20,5
25573000,COLUMBUS,AVE,25573000,POINT (-122.418380658 37.805977369),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,99,6
21892000,DAY,ST,21892000,POINT (-122.42430937 37.743034755),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,9
23823000,TOWNSEND,ST,23823000,POINT (-122.397206309 37.775332244),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,4,32,1
23173000,22ND,AVE,23173000,POINT (-122.47850015 37.737313005),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
25469000,JANSEN,ST,25469000,POINT (-122.413860852 37.802725182),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,32,107,6
51926000,PERALTA,AVE,51926000,POINT (-122.409027333 37.738066536),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
23974000,ALABAMA,ST,23974000,POINT (-122.410810712 37.751091688),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
20772000,BARNEVELD,AVE,20772000,POINT (-122.407024068 37.732621902),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
21071000,BANKS,ST,21071000,POINT (-122.412681491 37.740256819),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
21965000,JOOST,AVE,21965000,POINT (-122.436238357 37.732382388),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,41,95,9
23986000,BALMY,ST,23986000,POINT (-122.412312594 37.750999776),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
34113000,AVENUE I,,34113000,POINT (-122.371105435 37.829680655),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
26261000,GLENBROOK,AVE,26261000,POINT (-122.449489937 37.75819307),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,38,47,7
26829000,LYON,ST,26829000,POINT (-122.444458024 37.782774665),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,103,8
26206000,CLIFFORD,TER,26206000,POINT (-122.442951037 37.763677959),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,112,7
24616000,03RD,ST,24616000,POINT (-122.402575228 37.786678208),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,32,6
50622000,HAVELOCK,ST,50622000,POINT (-122.448006481 37.726694028),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,95,9
26100000,GRAND VIEW,AVE,26100000,POINT (-122.441886399 37.753365107),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,38,51,3
52145000,I-280 SOUTHBOUND,,52145000,POINT (-122.39244744 37.756436213),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
51190000,CLARKE,ST,51190000,POINT (-122.450297983 37.793638389),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
51600000,MARYLAND,ST,51600000,POINT (-122.383464312 37.75705503),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,56,2
27000000,RICHARDSON,AVE,27000000,POINT (-122.444827865 37.798839629),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
50353000,KEARNY,ST,50353000,POINT (-122.406208092 37.801776785),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,18,6
50759000,FAIRFAX,AVE,50759000,POINT (-122.372762088 37.73313129),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,76,2
23275000,QUINTARA,ST,23275000,POINT (-122.48358179 37.748314513),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
27038000,ALTON,AVE,27038000,POINT (-122.462068488 37.750273705),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,45,10
23376000,36TH,AVE,23376000,POINT (-122.493775483 37.740380036),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
27366000,JUDAH,ST,27366000,POINT (-122.477010887 37.761699375),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,109,10
27940000,47TH,AVE,27940000,POINT (-122.506867953 37.758512654),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
27368000,21ST,AVE,27368000,POINT (-122.479005371 37.759737423),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
27305000,CLEMENT,ST,27305000,POINT (-122.469769991 37.782701905),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,11,5,8
50657000,VALLETTA,CT,50657000,POINT (-122.444570824 37.737106967),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,72,9
50896000,MANCHESTER,ST,50896000,POINT (-122.41408566 37.744184156),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
21430000,NAPLES,ST,21430000,POINT (-122.437485841 37.712373421),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
24734000,MONTGOMERY,ST,24734000,POINT (-122.40295736 37.793779858),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,108,6
26313000,FAIRBANKS,ST,26313000,POINT (-122.441241683 37.765270858),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,113,7
25809000,BEAVER,ST,25809000,POINT (-122.433178635 37.765060652),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,28,7
50288000,FUNSTON,RD,50288000,POINT (-122.428805862 37.806894997),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,98,
23233000,24TH,AVE,23233000,POINT (-122.48091787 37.740947732),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
24055000,16TH,ST,24055000,POINT (-122.413105243 37.765447609),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
51135000,NIANTIC,AVE,51135000,POINT (-122.468944284 37.708202433),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,,,66,10
23259000,30TH,AVE,23259000,POINT (-122.48734635 37.740663663),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
20602000,GOETTINGEN,ST,20602000,POINT (-122.404565377 37.722063653),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
24110000,SAN JOSE,AVE,24110000,POINT (-122.421517872 37.753660457),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,52,3
24923000,TURK,ST,24923000,POINT (-122.412411746 37.783004079),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,20,5
21279000,ELSIE,ST,21279000,POINT (-122.417421527 37.743222723),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
22105000,SAN JOSE,AVE,22105000,POINT (-122.44660865 37.720724224),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,80,9
25445000,MASON,ST,25445000,POINT (-122.412754435 37.801430002),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,32,107,6
21125000,YORK,ST,21125000,POINT (-122.407882028 37.748405),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
26223000,TWIN PEAKS,BLVD,26223000,POINT (-122.44720983 37.754042891),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,38,47,7
24053000,17TH,ST,24053000,POINT (-122.413587569 37.763823207),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
22377000,MYRA,WAY,22377000,POINT (-122.452992895 37.740653631),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,72,9
21483000,POPE,ST,21483000,POINT (-122.441799465 37.715429679),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,,9
27486000,15TH,AVE,27486000,POINT (-122.47398247 37.780575382),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,5,8
21663000,SILVER,AVE,21663000,POINT (-122.424198686 37.728735554),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,94,9
25047000,CODMAN,PL,25047000,POINT (-122.410073072 37.794690054),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,6,16,6
21494000,BRUNSWICK,ST,21494000,POINT (-122.44333537 37.710554581),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
25611000,CHURCH,ST,25611000,POINT (-122.427200038 37.749295721),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,3
20853000,MANSELL,ST,20853000,POINT (-122.409021907 37.719586725),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,19,91,2
54177000,FORT MASON 20,,54177000,POINT (-122.426133058 37.804248348),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,98,
23876000,LANGTON,ST,23876000,POINT (-122.405285801 37.773856305),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,33,1
24656000,SECURITY PACIFIC,PL,24656000,POINT (-122.405346079 37.786747619),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,19,6
33358000,UNNAMED 070,,33358000,POINT (-122.439588677 37.711615174),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
52170000,I-280 TO HWY 101,RAMP,52170000,POINT (-122.407900156 37.739674096),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,82,2
34032000,CALIFORNIA,AVE,34032000,POINT (-122.365425393 37.820276704),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
27888000,38TH,AVE,27888000,POINT (-122.498521291 37.777530912),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
24119000,VALENCIA,ST,24119000,POINT (-122.42111754 37.756902009),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
24182000,JULIAN,AVE,24182000,POINT (-122.421056631 37.766599218),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
27830000,FULTON,ST,27830000,POINT (-122.495972016 37.772032014),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,9,8
50064000,ZENO,PL,50064000,POINT (-122.39271171 37.787754913),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,30,1
26903000,DICHA,ALY,26903000,POINT (-122.449358113 37.783691644),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,11,8
51011000,CANYON,DR,51011000,POINT (-122.43232683 37.708313484),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
27278000,08TH,AVE,27278000,POINT (-122.466153676 37.777136449),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,11,5,8
25148000,EDDY,ST,25148000,POINT (-122.417528773 37.78331089),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,20,5
25798000,PROSPER,ST,25798000,POINT (-122.431700287 37.764324012),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,38,3
51182000,BIRMINGHAM,RD,51182000,POINT (-122.450449011 37.801727664),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
27701000,LAWTON,ST,27701000,POINT (-122.492805977 37.757258594),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
21986000,CONRAD,ST,21986000,POINT (-122.436356541 37.736860693),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
25013000,POWELL,ST,25013000,POINT (-122.409361286 37.792970772),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,21,16,6
25378000,EDITH,ST,25378000,POINT (-122.408029223 37.802862823),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
21415000,DRAKE,ST,21415000,POINT (-122.436687653 37.710023433),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
53010000,KEITH,ST,53010000,POINT (-122.398695014 37.719032406),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,88,2
20663000,QUESADA,AVE,20663000,POINT (-122.393340206 37.734413008),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,87,2
30745000,MARKET,ST,30745000,POINT (-122.416291702 37.777493844),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,,5
20308000,BAY SHORE,BLVD,20308000,POINT (-122.404226037 37.710409217),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,89,9
20011000,GIANTS,DR,20011000,POINT (-122.38813051 37.716298216),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,88,2
20198000,LA SALLE,AVE,20198000,POINT (-122.387175616 37.735661608),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
21884000,FAIRMOUNT,ST,21884000,POINT (-122.42872774 37.738502443),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,59,9
25933000,HAYES,ST,25933000,POINT (-122.427913715 37.776253668),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,22,4
33060000,25TH,ST,33060000,POINT (-122.382951309 37.753114103),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,56,2
51504000,KORET,WAY,51504000,POINT (-122.460573967 37.760551654),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,110,7
21565000,CAYUGA,AVE,21565000,POINT (-122.448076448 37.715296568),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,9
27621000,CALIFORNIA,ST,27621000,POINT (-122.473119807 37.784421469),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,5,8
23941000,FOLSOM,ST,23941000,POINT (-122.405615267 37.778505105),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
22731000,RALSTON,ST,22731000,POINT (-122.468974494 37.721649578),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,67,10
21544000,RAE,AVE,21544000,POINT (-122.450138097 37.71060923),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,9
24369000,15TH,ST,24369000,POINT (-122.418402737 37.766759513),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
23988000,TREAT,AVE,23988000,POINT (-122.413140889 37.754164581),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
24905000,OFARRELL,ST,24905000,POINT (-122.408941028 37.786295917),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,19,5
21702000,ADMIRAL,AVE,21702000,POINT (-122.430181237 37.729859826),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,94,9
33314000,CONGDON,ST,33314000,POINT (-122.425963703 37.728641022),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,94,9
51584000,FRENCH,CT,51584000,POINT (-122.455009999 37.802331645),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
26210000,UPPER,TER,26210000,POINT (-122.444411708 37.763986929),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,112,7
27439000,LINCOLN,WAY,27439000,POINT (-122.486902421 37.76501891),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,9,10
30739000,CYRIL MAGNIN,ST,30739000,POINT (-122.408066548 37.783991487),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,19,5
20731000,THOMAS,AVE,20731000,POINT (-122.398342259 37.734311331),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,87,2
23171000,20TH,AVE,23171000,POINT (-122.476630049 37.741138227),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
25674000,LINDA,ST,25674000,POINT (-122.422955334 37.761617121),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,37,3
22482000,RHINE,ST,22482000,POINT (-122.461725213 37.708538115),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,10
22871000,ALLSTON,WAY,22871000,POINT (-122.461911877 37.740819022),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,49,10
20932000,SWEENY,ST,20932000,POINT (-122.413732964 37.731314485),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
51736000,IOWA,ST,51736000,POINT (-122.39250489 37.761535601),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,,2
25639000,24TH,ST,25639000,POINT (-122.427437413 37.751704731),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,3
33172000,03RD,ST,33172000,POINT (-122.399166111 37.716931088),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,91,9
25287000,VALLEJO,ST,25287000,POINT (-122.417030093 37.797541419),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,32,107,6
24798000,DAVIS,ST,24798000,POINT (-122.398695702 37.798880967),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,77,6
27390000,MORAGA,ST,27390000,POINT (-122.483034458 37.755824386),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
26466000,TURK,BLVD,26466000,POINT (-122.45154314 37.778052106),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,18,12,7
35047000,JESSIE EAST,ST,35047000,POINT (-122.404864794 37.784006613),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
23151000,16TH,AVE,23151000,POINT (-122.472088826 37.737598477),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,46,10
26758000,LOWER FORT MASON,ST,26758000,POINT (-122.433797944 37.805043288),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
52158000,HWY 101 N OFF,RAMP,52158000,POINT (-122.405760321 37.761906637),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
25234000,PINE,ST,25234000,POINT (-122.4172048 37.790045141),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,21,16,6
23107000,VIDAL,DR,23107000,POINT (-122.483022845 37.72120584),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,16,42,10
25976000,SANCHEZ,ST,25976000,POINT (-122.431114488 37.766796199),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,28,7
27375000,20TH,AVE,27375000,POINT (-122.478190826 37.763514758),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
25153000,OFARRELL,ST,25153000,POINT (-122.414617208 37.785582475),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,20,5
26847000,LYON,ST,26847000,POINT (-122.445588636 37.788363752),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,30,102,8
26684000,PIERCE,ST,26684000,POINT (-122.438967943 37.797602555),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,14,4
21978000,MANGELS,AVE,21978000,POINT (-122.438815948 37.733086633),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,41,95,9
24041000,MISTRAL,ST,24041000,POINT (-122.413700713 37.759991941),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
25881000,CHURCH,ST,25881000,POINT (-122.428948566 37.76750446),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,28,3
26003000,PIERCE,ST,26003000,POINT (-122.433922188 37.772620311),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,3,26,4
20438000,GILMAN,AVE,20438000,POINT (-122.390019685 37.719298466),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,88,2
27354000,17TH,AVE,27354000,POINT (-122.474724318 37.759927377),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,109,10
52169000,HWY 101 TO I-280,RAMP,52169000,POINT (-122.408181562 37.739061926),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
54130000,PIPER,LOOP,54130000,POINT (-122.465466775 37.795765593),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
26684000,FILBERT,ST,26684000,POINT (-122.438967943 37.797602555),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,14,4
23932000,MORRIS,ST,23932000,POINT (-122.403529642 37.777699827),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
23618000,INDIANA,ST,23618000,POINT (-122.391030406 37.756235783),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,55,2
21675000,GENEBERN,WAY,21675000,POINT (-122.425153952 37.732839774),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,93,9
33681000,SADDLEBACK,DR,33681000,POINT (-122.426015725 37.708880472),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,7,58,9
23060000,JUNIPERO SERRA,BLVD,23060000,POINT (-122.47237928 37.7268209),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,41,10
20128000,WHITFIELD,CT,20128000,POINT (-122.381608143 37.731174661),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
53002000,WILLIE B KENNEDY,DR,53002000,POINT (-122.382368504 37.733111041),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
32910000,OAKHURST,LN,32910000,POINT (-122.459898971 37.757320422),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,110,7
53031000,BIGELOW,CT,53031000,POINT (-122.375756353 37.827043537),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
21768000,EXCELSIOR,AVE,21768000,POINT (-122.433623591 37.726236244),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,94,9
21387000,CHICAGO,WAY,21387000,POINT (-122.434395308 37.708871011),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
22247000,FLOOD,AVE,22247000,POINT (-122.454072049 37.729833874),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,71,9
